suite_id,sample_id,code,value,character
99,7,12,100,百
99,8,12,100,百
99,9,12,100,百
1,1,13,1000,千
1,10,13,1000,千
1,2,13,1000,千
1,3,13,1000,千
1,4,13,1000,千
1,5,13,1000,千
1,6,13,1000,千
1,7,13,1000,千
1,8,13,1000,千
1,9,13,1000,千
10,1,13,1000,千
10,10,13,1000,千
10,2,13,1000,千
10,3,13,1000,千
10,4,13,1000,千
10,5,13,1000,千
10,6,13,1000,千
10,7,13,1000,千
10,8,13,1000,千
10,9,13,1000,千
100,1,13,1000,千
100,10,13,1000,千
100,2,13,1000,千
100,3,13,1000,千
100,4,13,1000,千
100,5,13,1000,千
100,6,13,1000,千
100,7,13,1000,千
100,8,13,1000,千
100,9,13,1000,千
11,1,13,1000,千
11,10,13,1000,千
11,2,13,1000,千
11,3,13,1000,千
11,4,13,1000,千
11,5,13,1000,千
11,6,13,1000,千
11,7,13,1000,千
11,8,13,1000,千
11,9,13,1000,千
12,1,13,1000,千
12,10,13,1000,千
12,2,13,1000,千
12,3,13,1000,千
12,4,13,1000,千
12,5,13,1000,千
12,6,13,1000,千
12,7,13,1000,千
12,8,13,1000,千
12,9,13,1000,千
13,1,13,1000,千
13,10,13,1000,千
13,2,13,1000,千
13,3,13,1000,千
13,4,13,1000,千
13,5,13,1000,千
13,6,13,1000,千
13,7,13,1000,千
13,8,13,1000,千
13,9,13,1000,千
14,1,13,1000,千
14,10,13,1000,千
14,2,13,1000,千
14,3,13,1000,千
14,4,13,1000,千
14,5,13,1000,千
14,6,13,1000,千
14,7,13,1000,千
14,8,13,1000,千
14,9,13,1000,千
15,1,13,1000,千
15,10,13,1000,千
15,2,13,1000,千
15,3,13,1000,千
15,4,13,1000,千
15,5,13,1000,千
15,6,13,1000,千
15,7,13,1000,千
15,8,13,1000,千
15,9,13,1000,千
16,1,13,1000,千
16,10,13,1000,千
16,2,13,1000,千
16,3,13,1000,千
16,4,13,1000,千
16,5,13,1000,千
16,6,13,1000,千
16,7,13,1000,千
16,8,13,1000,千
16,9,13,1000,千
17,1,13,1000,千
17,10,13,1000,千
17,2,13,1000,千
17,3,13,1000,千
17,4,13,1000,千
17,5,13,1000,千
17,6,13,1000,千
17,7,13,1000,千
17,8,13,1000,千
17,9,13,1000,千
18,1,13,1000,千
18,10,13,1000,千
18,2,13,1000,千
18,3,13,1000,千
18,4,13,1000,千
18,5,13,1000,千
18,6,13,1000,千
18,7,13,1000,千
18,8,13,1000,千
18,9,13,1000,千
19,1,13,1000,千
19,10,13,1000,千
19,2,13,1000,千
19,3,13,1000,千
19,4,13,1000,千
19,5,13,1000,千
19,6,13,1000,千
19,7,13,1000,千
19,8,13,1000,千
19,9,13,1000,千
2,1,13,1000,千
2,10,13,1000,千
2,2,13,1000,千
2,3,13,1000,千
2,4,13,1000,千
2,5,13,1000,千
2,6,13,1000,千
2,7,13,1000,千
2,8,13,1000,千
2,9,13,1000,千
20,1,13,1000,千
20,10,13,1000,千
20,2,13,1000,千
20,3,13,1000,千
20,4,13,1000,千
20,5,13,1000,千
20,6,13,1000,千
20,7,13,1000,千
20,8,13,1000,千
20,9,13,1000,千
21,1,13,1000,千
21,10,13,1000,千
21,2,13,1000,千
21,3,13,1000,千
21,4,13,1000,千
21,5,13,1000,千
21,6,13,1000,千
21,7,13,1000,千
21,8,13,1000,千
21,9,13,1000,千
22,1,13,1000,千
22,10,13,1000,千
22,2,13,1000,千
22,3,13,1000,千
22,4,13,1000,千
22,5,13,1000,千
22,6,13,1000,千
22,7,13,1000,千
22,8,13,1000,千
22,9,13,1000,千
23,1,13,1000,千
23,10,13,1000,千
23,2,13,1000,千
23,3,13,1000,千
23,4,13,1000,千
23,5,13,1000,千
23,6,13,1000,千
23,7,13,1000,千
23,8,13,1000,千
23,9,13,1000,千
24,1,13,1000,千
24,10,13,1000,千
24,2,13,1000,千
24,3,13,1000,千
24,4,13,1000,千
24,5,13,1000,千
24,6,13,1000,千
24,7,13,1000,千
24,8,13,1000,千
24,9,13,1000,千
25,1,13,1000,千
25,10,13,1000,千
25,2,13,1000,千
25,3,13,1000,千
25,4,13,1000,千
25,5,13,1000,千
25,6,13,1000,千
25,7,13,1000,千
25,8,13,1000,千
25,9,13,1000,千
26,1,13,1000,千
26,10,13,1000,千
26,2,13,1000,千
26,3,13,1000,千
26,4,13,1000,千
26,5,13,1000,千
26,6,13,1000,千
26,7,13,1000,千
26,8,13,1000,千
26,9,13,1000,千
27,1,13,1000,千
27,10,13,1000,千
27,2,13,1000,千
27,3,13,1000,千
27,4,13,1000,千
27,5,13,1000,千
27,6,13,1000,千
27,7,13,1000,千
27,8,13,1000,千
27,9,13,1000,千
28,1,13,1000,千
28,10,13,1000,千
28,2,13,1000,千
28,3,13,1000,千
28,4,13,1000,千
28,5,13,1000,千
28,6,13,1000,千
28,7,13,1000,千
28,8,13,1000,千
28,9,13,1000,千
29,1,13,1000,千
29,10,13,1000,千
29,2,13,1000,千
29,3,13,1000,千
29,4,13,1000,千
29,5,13,1000,千
29,6,13,1000,千
29,7,13,1000,千
29,8,13,1000,千
29,9,13,1000,千
3,1,13,1000,千
3,10,13,1000,千
3,2,13,1000,千
3,3,13,1000,千
3,4,13,1000,千
3,5,13,1000,千
3,6,13,1000,千
3,7,13,1000,千
3,8,13,1000,千
3,9,13,1000,千
30,1,13,1000,千
30,10,13,1000,千
30,2,13,1000,千
30,3,13,1000,千
30,4,13,1000,千
30,5,13,1000,千
30,6,13,1000,千
30,7,13,1000,千
30,8,13,1000,千
30,9,13,1000,千
31,1,13,1000,千
31,10,13,1000,千
31,2,13,1000,千
31,3,13,1000,千
31,4,13,1000,千
31,5,13,1000,千
31,6,13,1000,千
31,7,13,1000,千
31,8,13,1000,千
31,9,13,1000,千
32,1,13,1000,千
32,10,13,1000,千
32,2,13,1000,千
32,3,13,1000,千
32,4,13,1000,千
32,5,13,1000,千
32,6,13,1000,千
32,7,13,1000,千
32,8,13,1000,千
32,9,13,1000,千
33,1,13,1000,千
33,10,13,1000,千
33,2,13,1000,千
33,3,13,1000,千
33,4,13,1000,千
33,5,13,1000,千
33,6,13,1000,千
33,7,13,1000,千
33,8,13,1000,千
33,9,13,1000,千
34,1,13,1000,千
34,10,13,1000,千
34,2,13,1000,千
34,3,13,1000,千
34,4,13,1000,千
34,5,13,1000,千
34,6,13,1000,千
34,7,13,1000,千
34,8,13,1000,千
34,9,13,1000,千
35,1,13,1000,千
35,10,13,1000,千
35,2,13,1000,千
35,3,13,1000,千
35,4,13,1000,千
35,5,13,1000,千
35,6,13,1000,千
35,7,13,1000,千
35,8,13,1000,千
35,9,13,1000,千
36,1,13,1000,千
36,10,13,1000,千
36,2,13,1000,千
36,3,13,1000,千
36,4,13,1000,千
36,5,13,1000,千
36,6,13,1000,千
36,7,13,1000,千
36,8,13,1000,千
36,9,13,1000,千
37,1,13,1000,千
37,10,13,1000,千
37,2,13,1000,千
37,3,13,1000,千
37,4,13,1000,千
37,5,13,1000,千
37,6,13,1000,千
37,7,13,1000,千
37,8,13,1000,千
37,9,13,1000,千
38,1,13,1000,千
38,10,13,1000,千
38,2,13,1000,千
38,3,13,1000,千
38,4,13,1000,千
38,5,13,1000,千
38,6,13,1000,千
38,7,13,1000,千
38,8,13,1000,千
38,9,13,1000,千
39,1,13,1000,千
39,10,13,1000,千
39,2,13,1000,千
39,3,13,1000,千
39,4,13,1000,千
39,5,13,1000,千
39,6,13,1000,千
39,7,13,1000,千
39,8,13,1000,千
39,9,13,1000,千
4,1,13,1000,千
4,10,13,1000,千
4,2,13,1000,千
4,3,13,1000,千
4,4,13,1000,千
4,5,13,1000,千
4,6,13,1000,千
4,7,13,1000,千
4,8,13,1000,千
4,9,13,1000,千
40,1,13,1000,千
40,10,13,1000,千
40,2,13,1000,千
40,3,13,1000,千
40,4,13,1000,千
40,5,13,1000,千
40,6,13,1000,千
40,7,13,1000,千
40,8,13,1000,千
40,9,13,1000,千
41,1,13,1000,千
41,10,13,1000,千
41,2,13,1000,千
41,3,13,1000,千
41,4,13,1000,千
41,5,13,1000,千
41,6,13,1000,千
41,7,13,1000,千
41,8,13,1000,千
41,9,13,1000,千
42,1,13,1000,千
42,10,13,1000,千
42,2,13,1000,千
42,3,13,1000,千
42,4,13,1000,千
42,5,13,1000,千
42,6,13,1000,千
42,7,13,1000,千
42,8,13,1000,千
42,9,13,1000,千
43,1,13,1000,千
43,10,13,1000,千
43,2,13,1000,千
43,3,13,1000,千
43,4,13,1000,千
43,5,13,1000,千
43,6,13,1000,千
43,7,13,1000,千
43,8,13,1000,千
43,9,13,1000,千
44,1,13,1000,千
44,10,13,1000,千
44,2,13,1000,千
44,3,13,1000,千
44,4,13,1000,千
44,5,13,1000,千
44,6,13,1000,千
44,7,13,1000,千
44,8,13,1000,千
44,9,13,1000,千
45,1,13,1000,千
45,10,13,1000,千
45,2,13,1000,千
45,3,13,1000,千
45,4,13,1000,千
45,5,13,1000,千
45,6,13,1000,千
45,7,13,1000,千
45,8,13,1000,千
45,9,13,1000,千
46,1,13,1000,千
46,10,13,1000,千
46,2,13,1000,千
46,3,13,1000,千
46,4,13,1000,千
46,5,13,1000,千
46,6,13,1000,千
46,7,13,1000,千
46,8,13,1000,千
46,9,13,1000,千
47,1,13,1000,千
47,10,13,1000,千
47,2,13,1000,千
47,3,13,1000,千
47,4,13,1000,千
47,5,13,1000,千
47,6,13,1000,千
47,7,13,1000,千
47,8,13,1000,千
47,9,13,1000,千
48,1,13,1000,千
48,10,13,1000,千
48,2,13,1000,千
48,3,13,1000,千
48,4,13,1000,千
48,5,13,1000,千
48,6,13,1000,千
48,7,13,1000,千
48,8,13,1000,千
48,9,13,1000,千
49,1,13,1000,千
49,10,13,1000,千
49,2,13,1000,千
49,3,13,1000,千
49,4,13,1000,千
49,5,13,1000,千
49,6,13,1000,千
49,7,13,1000,千
49,8,13,1000,千
49,9,13,1000,千
5,1,13,1000,千
5,10,13,1000,千
5,2,13,1000,千
5,3,13,1000,千
5,4,13,1000,千
5,5,13,1000,千
5,6,13,1000,千
5,7,13,1000,千
5,8,13,1000,千
5,9,13,1000,千
50,1,13,1000,千
50,10,13,1000,千
50,2,13,1000,千
50,3,13,1000,千
50,4,13,1000,千
50,5,13,1000,千
50,6,13,1000,千
50,7,13,1000,千
50,8,13,1000,千
50,9,13,1000,千
51,1,13,1000,千
51,10,13,1000,千
51,2,13,1000,千
51,3,13,1000,千
51,4,13,1000,千
51,5,13,1000,千
51,6,13,1000,千
51,7,13,1000,千
51,8,13,1000,千
51,9,13,1000,千
52,1,13,1000,千
52,10,13,1000,千
52,2,13,1000,千
52,3,13,1000,千
52,4,13,1000,千
52,5,13,1000,千
52,6,13,1000,千
52,7,13,1000,千
52,8,13,1000,千
52,9,13,1000,千
53,1,13,1000,千
53,10,13,1000,千
53,2,13,1000,千
53,3,13,1000,千
53,4,13,1000,千
53,5,13,1000,千
53,6,13,1000,千
53,7,13,1000,千
53,8,13,1000,千
53,9,13,1000,千
54,1,13,1000,千
54,10,13,1000,千
54,2,13,1000,千
54,3,13,1000,千
54,4,13,1000,千
54,5,13,1000,千
54,6,13,1000,千
54,7,13,1000,千
54,8,13,1000,千
54,9,13,1000,千
55,1,13,1000,千
55,10,13,1000,千
55,2,13,1000,千
55,3,13,1000,千
55,4,13,1000,千
55,5,13,1000,千
55,6,13,1000,千
55,7,13,1000,千
55,8,13,1000,千
55,9,13,1000,千
56,1,13,1000,千
56,10,13,1000,千
56,2,13,1000,千
56,3,13,1000,千
56,4,13,1000,千
56,5,13,1000,千
56,6,13,1000,千
56,7,13,1000,千
56,8,13,1000,千
56,9,13,1000,千
57,1,13,1000,千
57,10,13,1000,千
57,2,13,1000,千
57,3,13,1000,千
57,4,13,1000,千
57,5,13,1000,千
57,6,13,1000,千
57,7,13,1000,千
57,8,13,1000,千
57,9,13,1000,千
58,1,13,1000,千
58,10,13,1000,千
58,2,13,1000,千
58,3,13,1000,千
58,4,13,1000,千
58,5,13,1000,千
58,6,13,1000,千
58,7,13,1000,千
58,8,13,1000,千
58,9,13,1000,千
59,1,13,1000,千
59,10,13,1000,千
59,2,13,1000,千
59,3,13,1000,千
59,4,13,1000,千
59,5,13,1000,千
59,6,13,1000,千
59,7,13,1000,千
59,8,13,1000,千
59,9,13,1000,千
6,1,13,1000,千
6,10,13,1000,千
6,2,13,1000,千
6,3,13,1000,千
6,4,13,1000,千
6,5,13,1000,千
6,6,13,1000,千
6,7,13,1000,千
6,8,13,1000,千
6,9,13,1000,千
60,1,13,1000,千
60,10,13,1000,千
60,2,13,1000,千
60,3,13,1000,千
60,4,13,1000,千
60,5,13,1000,千
60,6,13,1000,千
60,7,13,1000,千
60,8,13,1000,千
60,9,13,1000,千
61,1,13,1000,千
61,10,13,1000,千
61,2,13,1000,千
61,3,13,1000,千
61,4,13,1000,千
61,5,13,1000,千
61,6,13,1000,千
61,7,13,1000,千
61,8,13,1000,千
61,9,13,1000,千
62,1,13,1000,千
62,10,13,1000,千
62,2,13,1000,千
62,3,13,1000,千
62,4,13,1000,千
62,5,13,1000,千
62,6,13,1000,千
62,7,13,1000,千
62,8,13,1000,千
62,9,13,1000,千
63,1,13,1000,千
63,10,13,1000,千
63,2,13,1000,千
63,3,13,1000,千
63,4,13,1000,千
63,5,13,1000,千
63,6,13,1000,千
63,7,13,1000,千
63,8,13,1000,千
63,9,13,1000,千
64,1,13,1000,千
64,10,13,1000,千
64,2,13,1000,千
64,3,13,1000,千
64,4,13,1000,千
64,5,13,1000,千
64,6,13,1000,千
64,7,13,1000,千
64,8,13,1000,千
64,9,13,1000,千
65,1,13,1000,千
65,10,13,1000,千
65,2,13,1000,千
65,3,13,1000,千
65,4,13,1000,千
65,5,13,1000,千
65,6,13,1000,千
65,7,13,1000,千
65,8,13,1000,千
65,9,13,1000,千
66,1,13,1000,千
66,10,13,1000,千
66,2,13,1000,千
66,3,13,1000,千
66,4,13,1000,千
66,5,13,1000,千
66,6,13,1000,千
66,7,13,1000,千
66,8,13,1000,千
66,9,13,1000,千
67,1,13,1000,千
67,10,13,1000,千
67,2,13,1000,千
67,3,13,1000,千
67,4,13,1000,千
67,5,13,1000,千
67,6,13,1000,千
67,7,13,1000,千
67,8,13,1000,千
67,9,13,1000,千
68,1,13,1000,千
68,10,13,1000,千
68,2,13,1000,千
68,3,13,1000,千
68,4,13,1000,千
68,5,13,1000,千
68,6,13,1000,千
68,7,13,1000,千
68,8,13,1000,千
68,9,13,1000,千
69,1,13,1000,千
69,10,13,1000,千
69,2,13,1000,千
69,3,13,1000,千
69,4,13,1000,千
69,5,13,1000,千
69,6,13,1000,千
69,7,13,1000,千
69,8,13,1000,千
69,9,13,1000,千
7,1,13,1000,千
7,10,13,1000,千
7,2,13,1000,千
7,3,13,1000,千
7,4,13,1000,千
7,5,13,1000,千
7,6,13,1000,千
7,7,13,1000,千
7,8,13,1000,千
7,9,13,1000,千
70,1,13,1000,千
70,10,13,1000,千
70,2,13,1000,千
70,3,13,1000,千
70,4,13,1000,千
70,5,13,1000,千
70,6,13,1000,千
70,7,13,1000,千
70,8,13,1000,千
70,9,13,1000,千
71,1,13,1000,千
71,10,13,1000,千
71,2,13,1000,千
71,3,13,1000,千
71,4,13,1000,千
71,5,13,1000,千
71,6,13,1000,千
71,7,13,1000,千
71,8,13,1000,千
71,9,13,1000,千
72,1,13,1000,千
72,10,13,1000,千
72,2,13,1000,千
72,3,13,1000,千
72,4,13,1000,千
72,5,13,1000,千
72,6,13,1000,千
72,7,13,1000,千
72,8,13,1000,千
72,9,13,1000,千
73,1,13,1000,千
73,10,13,1000,千
73,2,13,1000,千
73,3,13,1000,千
73,4,13,1000,千
73,5,13,1000,千
73,6,13,1000,千
73,7,13,1000,千
73,8,13,1000,千
73,9,13,1000,千
74,1,13,1000,千
74,10,13,1000,千
74,2,13,1000,千
74,3,13,1000,千
74,4,13,1000,千
74,5,13,1000,千
74,6,13,1000,千
74,7,13,1000,千
74,8,13,1000,千
74,9,13,1000,千
75,1,13,1000,千
75,10,13,1000,千
75,2,13,1000,千
75,3,13,1000,千
75,4,13,1000,千
75,5,13,1000,千
75,6,13,1000,千
75,7,13,1000,千
75,8,13,1000,千
75,9,13,1000,千
76,1,13,1000,千
76,10,13,1000,千
76,2,13,1000,千
76,3,13,1000,千
76,4,13,1000,千
76,5,13,1000,千
76,6,13,1000,千
76,7,13,1000,千
76,8,13,1000,千
76,9,13,1000,千
77,1,13,1000,千
77,10,13,1000,千
77,2,13,1000,千
77,3,13,1000,千
77,4,13,1000,千
77,5,13,1000,千
77,6,13,1000,千
77,7,13,1000,千
77,8,13,1000,千
77,9,13,1000,千
78,1,13,1000,千
78,10,13,1000,千
78,2,13,1000,千
78,3,13,1000,千
78,4,13,1000,千
78,5,13,1000,千
78,6,13,1000,千
78,7,13,1000,千
78,8,13,1000,千
78,9,13,1000,千
79,1,13,1000,千
79,10,13,1000,千
79,2,13,1000,千
79,3,13,1000,千
79,4,13,1000,千
79,5,13,1000,千
79,6,13,1000,千
79,7,13,1000,千
79,8,13,1000,千
79,9,13,1000,千
8,1,13,1000,千
8,10,13,1000,千
8,2,13,1000,千
8,3,13,1000,千
8,4,13,1000,千
8,5,13,1000,千
8,6,13,1000,千
8,7,13,1000,千
8,8,13,1000,千
8,9,13,1000,千
80,1,13,1000,千
80,10,13,1000,千
80,2,13,1000,千
80,3,13,1000,千
80,4,13,1000,千
80,5,13,1000,千
80,6,13,1000,千
80,7,13,1000,千
80,8,13,1000,千
80,9,13,1000,千
81,1,13,1000,千
81,10,13,1000,千
81,2,13,1000,千
81,3,13,1000,千
81,4,13,1000,千
81,5,13,1000,千
81,6,13,1000,千
81,7,13,1000,千
81,8,13,1000,千
81,9,13,1000,千
82,1,13,1000,千
82,10,13,1000,千
82,2,13,1000,千
82,3,13,1000,千
82,4,13,1000,千
82,5,13,1000,千
82,6,13,1000,千
82,7,13,1000,千
82,8,13,1000,千
82,9,13,1000,千
83,1,13,1000,千
83,10,13,1000,千
83,2,13,1000,千
83,3,13,1000,千
83,4,13,1000,千
83,5,13,1000,千
83,6,13,1000,千
83,7,13,1000,千
83,8,13,1000,千
83,9,13,1000,千
84,1,13,1000,千
84,10,13,1000,千
84,2,13,1000,千
84,3,13,1000,千
84,4,13,1000,千
84,5,13,1000,千
84,6,13,1000,千
84,7,13,1000,千
84,8,13,1000,千
84,9,13,1000,千
85,1,13,1000,千
85,10,13,1000,千
85,2,13,1000,千
85,3,13,1000,千
85,4,13,1000,千
85,5,13,1000,千
85,6,13,1000,千
85,7,13,1000,千
85,8,13,1000,千
85,9,13,1000,千
86,1,13,1000,千
86,10,13,1000,千
86,2,13,1000,千
86,3,13,1000,千
86,4,13,1000,千
86,5,13,1000,千
86,6,13,1000,千
86,7,13,1000,千
86,8,13,1000,千
86,9,13,1000,千
87,1,13,1000,千
87,10,13,1000,千
87,2,13,1000,千
87,3,13,1000,千
87,4,13,1000,千
87,5,13,1000,千
87,6,13,1000,千
87,7,13,1000,千
87,8,13,1000,千
87,9,13,1000,千
88,1,13,1000,千
88,10,13,1000,千
88,2,13,1000,千
88,3,13,1000,千
88,4,13,1000,千
88,5,13,1000,千
88,6,13,1000,千
88,7,13,1000,千
88,8,13,1000,千
88,9,13,1000,千
89,1,13,1000,千
89,10,13,1000,千
89,2,13,1000,千
89,3,13,1000,千
89,4,13,1000,千
89,5,13,1000,千
89,6,13,1000,千
89,7,13,1000,千
89,8,13,1000,千
89,9,13,1000,千
9,1,13,1000,千
9,10,13,1000,千
9,2,13,1000,千
9,3,13,1000,千
9,4,13,1000,千
9,5,13,1000,千
9,6,13,1000,千
9,7,13,1000,千
9,8,13,1000,千
9,9,13,1000,千
90,1,13,1000,千
90,10,13,1000,千
90,2,13,1000,千
90,3,13,1000,千
90,4,13,1000,千
90,5,13,1000,千
90,6,13,1000,千
90,7,13,1000,千
90,8,13,1000,千
90,9,13,1000,千
91,1,13,1000,千
91,10,13,1000,千
91,2,13,1000,千
91,3,13,1000,千
91,4,13,1000,千
91,5,13,1000,千
91,6,13,1000,千
91,7,13,1000,千
91,8,13,1000,千
91,9,13,1000,千
92,1,13,1000,千
92,10,13,1000,千
92,2,13,1000,千
92,3,13,1000,千
92,4,13,1000,千
92,5,13,1000,千
92,6,13,1000,千
92,7,13,1000,千
92,8,13,1000,千
92,9,13,1000,千
93,1,13,1000,千
93,10,13,1000,千
93,2,13,1000,千
93,3,13,1000,千
93,4,13,1000,千
93,5,13,1000,千
93,6,13,1000,千
93,7,13,1000,千
93,8,13,1000,千
93,9,13,1000,千
94,1,13,1000,千
94,10,13,1000,千
94,2,13,1000,千
94,3,13,1000,千
94,4,13,1000,千
94,5,13,1000,千
94,6,13,1000,千
94,7,13,1000,千
94,8,13,1000,千
94,9,13,1000,千
95,1,13,1000,千
95,10,13,1000,千
95,2,13,1000,千
95,3,13,1000,千
95,4,13,1000,千
95,5,13,1000,千
95,6,13,1000,千
95,7,13,1000,千
95,8,13,1000,千
95,9,13,1000,千
96,1,13,1000,千
96,10,13,1000,千
96,2,13,1000,千
96,3,13,1000,千
96,4,13,1000,千
96,5,13,1000,千
96,6,13,1000,千
96,7,13,1000,千
96,8,13,1000,千
96,9,13,1000,千
97,1,13,1000,千
97,10,13,1000,千
97,2,13,1000,千
97,3,13,1000,千
97,4,13,1000,千
97,5,13,1000,千
97,6,13,1000,千
97,7,13,1000,千
97,8,13,1000,千
97,9,13,1000,千
98,1,13,1000,千
98,10,13,1000,千
98,2,13,1000,千
98,3,13,1000,千
98,4,13,1000,千
98,5,13,1000,千
98,6,13,1000,千
98,7,13,1000,千
98,8,13,1000,千
98,9,13,1000,千
99,1,13,1000,千
99,10,13,1000,千
99,2,13,1000,千
99,3,13,1000,千
99,4,13,1000,千
99,5,13,1000,千
99,6,13,1000,千
99,7,13,1000,千
99,8,13,1000,千
99,9,13,1000,千
1,1,14,10000,万
1,10,14,10000,万
1,2,14,10000,万
1,3,14,10000,万
1,4,14,10000,万
1,5,14,10000,万
1,6,14,10000,万
1,7,14,10000,万
1,8,14,10000,万
1,9,14,10000,万
10,1,14,10000,万
10,10,14,10000,万
10,2,14,10000,万
10,3,14,10000,万
10,4,14,10000,万
10,5,14,10000,万
10,6,14,10000,万
10,7,14,10000,万
10,8,14,10000,万
10,9,14,10000,万
100,1,14,10000,万
100,10,14,10000,万
100,2,14,10000,万
100,3,14,10000,万
100,4,14,10000,万
100,5,14,10000,万
100,6,14,10000,万
100,7,14,10000,万
100,8,14,10000,万
100,9,14,10000,万
11,1,14,10000,万
11,10,14,10000,万
11,2,14,10000,万
11,3,14,10000,万
11,4,14,10000,万
11,5,14,10000,万
11,6,14,10000,万
11,7,14,10000,万
11,8,14,10000,万
11,9,14,10000,万
12,1,14,10000,万
12,10,14,10000,万
12,2,14,10000,万
12,3,14,10000,万
12,4,14,10000,万
12,5,14,10000,万
12,6,14,10000,万
12,7,14,10000,万
12,8,14,10000,万
12,9,14,10000,万
13,1,14,10000,万
13,10,14,10000,万
13,2,14,10000,万
13,3,14,10000,万
13,4,14,10000,万
13,5,14,10000,万
13,6,14,10000,万
13,7,14,10000,万
13,8,14,10000,万
13,9,14,10000,万
14,1,14,10000,万
14,10,14,10000,万
14,2,14,10000,万
14,3,14,10000,万
14,4,14,10000,万
14,5,14,10000,万
14,6,14,10000,万
14,7,14,10000,万
14,8,14,10000,万
14,9,14,10000,万
15,1,14,10000,万
15,10,14,10000,万
15,2,14,10000,万
15,3,14,10000,万
15,4,14,10000,万
15,5,14,10000,万
15,6,14,10000,万
15,7,14,10000,万
15,8,14,10000,万
15,9,14,10000,万
16,1,14,10000,万
16,10,14,10000,万
16,2,14,10000,万
16,3,14,10000,万
16,4,14,10000,万
16,5,14,10000,万
16,6,14,10000,万
16,7,14,10000,万
16,8,14,10000,万
16,9,14,10000,万
17,1,14,10000,万
17,10,14,10000,万
17,2,14,10000,万
17,3,14,10000,万
17,4,14,10000,万
17,5,14,10000,万
17,6,14,10000,万
17,7,14,10000,万
17,8,14,10000,万
17,9,14,10000,万
18,1,14,10000,万
18,10,14,10000,万
18,2,14,10000,万
18,3,14,10000,万
18,4,14,10000,万
18,5,14,10000,万
18,6,14,10000,万
18,7,14,10000,万
18,8,14,10000,万
18,9,14,10000,万
19,1,14,10000,万
19,10,14,10000,万
19,2,14,10000,万
19,3,14,10000,万
19,4,14,10000,万
19,5,14,10000,万
19,6,14,10000,万
19,7,14,10000,万
19,8,14,10000,万
19,9,14,10000,万
2,1,14,10000,万
2,10,14,10000,万
2,2,14,10000,万
2,3,14,10000,万
2,4,14,10000,万
2,5,14,10000,万
2,6,14,10000,万
2,7,14,10000,万
2,8,14,10000,万
2,9,14,10000,万
20,1,14,10000,万
20,10,14,10000,万
20,2,14,10000,万
20,3,14,10000,万
20,4,14,10000,万
20,5,14,10000,万
20,6,14,10000,万
20,7,14,10000,万
20,8,14,10000,万
20,9,14,10000,万
21,1,14,10000,万
21,10,14,10000,万
21,2,14,10000,万
21,3,14,10000,万
21,4,14,10000,万
21,5,14,10000,万
21,6,14,10000,万
21,7,14,10000,万
21,8,14,10000,万
21,9,14,10000,万
22,1,14,10000,万
22,10,14,10000,万
22,2,14,10000,万
22,3,14,10000,万
22,4,14,10000,万
22,5,14,10000,万
22,6,14,10000,万
22,7,14,10000,万
22,8,14,10000,万
22,9,14,10000,万
23,1,14,10000,万
23,10,14,10000,万
23,2,14,10000,万
23,3,14,10000,万
23,4,14,10000,万
23,5,14,10000,万
23,6,14,10000,万
23,7,14,10000,万
23,8,14,10000,万
23,9,14,10000,万
24,1,14,10000,万
24,10,14,10000,万
24,2,14,10000,万
24,3,14,10000,万
24,4,14,10000,万
24,5,14,10000,万
24,6,14,10000,万
24,7,14,10000,万
24,8,14,10000,万
24,9,14,10000,万
25,1,14,10000,万
25,10,14,10000,万
25,2,14,10000,万
25,3,14,10000,万
25,4,14,10000,万
25,5,14,10000,万
25,6,14,10000,万
25,7,14,10000,万
25,8,14,10000,万
25,9,14,10000,万
26,1,14,10000,万
26,10,14,10000,万
26,2,14,10000,万
26,3,14,10000,万
26,4,14,10000,万
26,5,14,10000,万
26,6,14,10000,万
26,7,14,10000,万
26,8,14,10000,万
26,9,14,10000,万
27,1,14,10000,万
27,10,14,10000,万
27,2,14,10000,万
27,3,14,10000,万
27,4,14,10000,万
27,5,14,10000,万
27,6,14,10000,万
27,7,14,10000,万
27,8,14,10000,万
27,9,14,10000,万
28,1,14,10000,万
28,10,14,10000,万
28,2,14,10000,万
28,3,14,10000,万
28,4,14,10000,万
28,5,14,10000,万
28,6,14,10000,万
28,7,14,10000,万
28,8,14,10000,万
28,9,14,10000,万
29,1,14,10000,万
29,10,14,10000,万
29,2,14,10000,万
29,3,14,10000,万
29,4,14,10000,万
29,5,14,10000,万
29,6,14,10000,万
29,7,14,10000,万
29,8,14,10000,万
29,9,14,10000,万
3,1,14,10000,万
3,10,14,10000,万
3,2,14,10000,万
3,3,14,10000,万
3,4,14,10000,万
3,5,14,10000,万
3,6,14,10000,万
3,7,14,10000,万
3,8,14,10000,万
3,9,14,10000,万
30,1,14,10000,万
30,10,14,10000,万
30,2,14,10000,万
30,3,14,10000,万
30,4,14,10000,万
30,5,14,10000,万
30,6,14,10000,万
30,7,14,10000,万
30,8,14,10000,万
30,9,14,10000,万
31,1,14,10000,万
31,10,14,10000,万
31,2,14,10000,万
31,3,14,10000,万
31,4,14,10000,万
31,5,14,10000,万
31,6,14,10000,万
31,7,14,10000,万
31,8,14,10000,万
31,9,14,10000,万
32,1,14,10000,万
32,10,14,10000,万
32,2,14,10000,万
32,3,14,10000,万
32,4,14,10000,万
32,5,14,10000,万
32,6,14,10000,万
32,7,14,10000,万
